head	relation_type	term	term_key	zh_or_note	raw
authority	kin	authorize	authorize	v. 授权	authorize | v. 授权 | authorize public spending / authorize data access | 授权公共支出；授权数据访问
authority	kin	authentic	authentic	adj. 真实的	authentic | adj. 真实的 | authentic voice / authentic evidence | 真实声音；真实证据
core	family	core	core	n. 核心	core | n. 核心 | policy core | 政策核心
core	family	coreless	coreless	adj. 无核心的	coreless | adj. 无核心的 | coreless design | 无核心设计
core	kin	cord	cord	n. 绳；线	cord | n. 绳；线 | power cord / cord blood | 电源线；脐带血
core	kin	coral	coral	n. 珊瑚	coral | n. 珊瑚 | coral reef / coral bleaching | 珊瑚礁；珊瑚白化
core	kin	corps	corps	n. 团；兵种	corps | n. 团；兵种 | press corps / medical corps | 记者团；医疗队
proposal	family	propose	propose	v. 提出	propose | v. 提出 | propose reform | 提出改革
proposal	family	proposed	proposed	adj. 被提出的	proposed | adj. 被提出的 | proposed policy | 拟议政策
proposal	family	proposer	proposer	n. 提议者	proposer | n. 提议者 | proposal proposer | 提案人
proposal	kin	pose	pose	v./n. 造成；姿势	pose | v./n. 造成；姿势 | pose a risk / pose for photos | 构成风险；摆姿势拍照
proposal	kin	propose	propose	v. 提议	propose | v. 提议 | propose a policy / propose a solution | 提出政策；提出方案
proposal	kin	expose	expose	v. 暴露；揭露	expose | v. 暴露；揭露 | expose corruption / expose skin | 揭露腐败；暴露皮肤
consumerism	family	consumer	consumer	n. 消费者	consumer | n. 消费者 | young consumer | 年轻消费者
consumerism	family	consume	consume	v. 消费；消耗	consume | v. 消费；消耗 | consume resources | 消耗资源
consumerism	family	consumption	consumption	n. 消费	consumption | n. 消费 | excessive consumption | 过度消费
consumerism	kin	consume	consume	v. 消费；消耗	consume | v. 消费；消耗 | consume digital content / consume resources | 消费数字内容；消耗资源
consumerism	kin	customer	customer	n. 顾客	customer | n. 顾客 | loyal customer / customer service | 忠实顾客；客户服务
consumerism	kin	resume	resume	v./n. 恢复；简历	resume | v./n. 恢复；简历 | resume production / job resume | 恢复生产；求职简历
discipline	family	discipline	discipline	v. 训练；管教	discipline | v. 训练；管教 | discipline students | 管教学生
discipline	family	disciplined	disciplined	adj. 自律的	disciplined | adj. 自律的 | disciplined learner | 自律学习者
discipline	family	disciplinary	disciplinary	adj. 纪律的；学科的	disciplinary | adj. 纪律的；学科的 | disciplinary rule | 纪律规定
discipline	kin	disciple	disciple	n. 门徒；弟子	disciple | n. 门徒；弟子 | religious disciple / disciple of a theory | 宗教弟子；理论追随者
discipline	kin	pupil	pupil	n. 学生；瞳孔	pupil | n. 学生；瞳孔 | primary-school pupil / dilated pupil | 小学生；放大的瞳孔
discipline	kin	disciplinary	disciplinary	adj. 纪律的；学科的	disciplinary | adj. 纪律的；学科的 | disciplinary action / disciplinary boundary | 纪律处分；学科边界
salary	family	salaried	salaried	adj. 领薪水的	salaried | adj. 领薪水的 | salaried worker | 受薪员工
salary	family	salaryman	salaryman	n. 上班族	salaryman | n. 上班族 | urban salaryman | 城市上班族
salary	kin	salt	salt	n. 盐	salt | n. 盐 | table salt / salt concentration | 食盐；盐浓度
salary	kin	saline	saline	adj. 含盐的	saline | adj. 含盐的 | saline soil / saline solution | 盐碱土；盐水溶液
salary	kin	salinity	salinity	n. 盐度	salinity | n. 盐度 | water salinity / soil salinity | 水体盐度；土壤盐度
homelessness	family	homeless	homeless	adj. 无家可归的	homeless | adj. 无家可归的 | homeless people | 无家可归者
homelessness	family	home	home	n. 家	home | n. 家 | safe home | 安全住所
homelessness	kin	home	home	n. 家；归宿	home | n. 家；归宿 | affordable home / feel at home | 负担得起的住房；感到自在
homelessness	kin	homeless	homeless	adj. 无家可归的	homeless | adj. 无家可归的 | homeless people / homeless shelter | 无家可归者；流浪者收容所
homelessness	kin	homeland	homeland	n. 祖国；家园	homeland | n. 祖国；家园 | ancestral homeland / homeland security | 祖居地；国土安全
heritage	family	inherit	inherit	v. 继承	inherit | v. 继承 | inherit culture | 继承文化
heritage	family	inherited	inherited	adj. 继承的	inherited | adj. 继承的 | inherited tradition | 继承传统
heritage	kin	inherit	inherit	v. 继承	inherit | v. 继承 | inherit property / inherit traditions | 继承财产；继承传统
heritage	kin	heir	heir	n. 继承人	heir | n. 继承人 | legal heir / heir to a throne | 合法继承人；王位继承人
heritage	kin	heredity	heredity	n. 遗传	heredity | n. 遗传 | law of heredity / heredity research | 遗传规律；遗传研究
literacy	family	literate	literate	adj. 有读写能力的	literate | adj. 有读写能力的 | literate citizen | 有读写能力的市民
literacy	family	illiteracy	illiteracy	n. 文盲；无知	illiteracy | n. 文盲；无知 | adult illiteracy | 成人文盲
literacy	family	literary	literary	adj. 文学的	literary | adj. 文学的 | literary education | 文学教育
literacy	kin	letter	letter	n. 字母；信件	letter | n. 字母；信件 | capital letter / formal letter | 大写字母；正式信件
literacy	kin	literature	literature	n. 文学；文献	literature | n. 文学；文献 | English literature / research literature | 英国文学；研究文献
literacy	kin	literal	literal	adj. 字面的	literal | adj. 字面的 | literal meaning / literal translation | 字面意思；直译
materialism	family	material	material	n. 材料；素材	material | n. 材料；素材 | teaching material | 教学材料
materialism	family	materialistic	materialistic	adj. 物质主义的	materialistic | adj. 物质主义的 | materialistic culture | 物质主义文化
materialism	family	materially	materially	adv. 实质上	materially | adv. 实质上 | materially affect | 实质影响
materialism	kin	material	material	n./adj. 材料；物质的	material | n./adj. 材料；物质的 | raw material / material evidence | 原材料；实质证据
materialism	kin	matter	matter	n./v. 物质；重要	matter | n./v. 物质；重要 | subject matter / matter deeply | 主题内容；非常重要
materialism	kin	immaterial	immaterial	adj. 不重要的；非物质的	immaterial | adj. 不重要的；非物质的 | immaterial detail / immaterial culture | 无关细节；非物质文化
draft	family	draft	draft	n. 草案；草稿	draft | n. 草案；草稿 | policy draft | 政策草案
draft	family	drafted	drafted	adj. 起草的	drafted | adj. 起草的 | drafted law | 起草的法律
draft	family	drafter	drafter	n. 起草者	drafter | n. 起草者 | legal drafter | 法律起草者
draft	kin	draw	draw	v. 画；拉；得出	draw | v. 画；拉；得出 | draw a conclusion / draw a map | 得出结论；画地图
draft	kin	craft	craft	n./v. 手艺；精心制作	craft | n./v. 手艺；精心制作 | craft an argument / traditional craft | 精心构建论点；传统手艺
draft	kin	raft	raft	n. 筏子	raft | n. 筏子 | life raft / raft of proposals | 救生筏；大量提案
phase	family	phase	phase	v. 分阶段进行	phase | v. 分阶段进行 | phase reform | 分阶段改革
phase	family	phased	phased	adj. 分阶段的	phased | adj. 分阶段的 | phased implementation | 分阶段实施
phase	family	phasic	phasic	adj. 阶段性的；相位的	phasic | adj. 阶段性的；相位的 | phasic change | 阶段性变化
phase	kin	phrase	phrase	n. 短语	phrase | n. 短语 | fixed phrase / catch phrase | 固定短语；流行语
phase	kin	emphasis	emphasis	n. 强调	emphasis | n. 强调 | policy emphasis / place emphasis on education | 政策重点；强调教育
phase	kin	aphasia	aphasia	n. 失语症	aphasia | n. 失语症 | Broca's aphasia / aphasia treatment | 布洛卡失语症；失语症治疗
schedule	family	schedule	schedule	v. 安排	schedule | v. 安排 | schedule meetings | 安排会议
schedule	family	scheduled	scheduled	adj. 已安排的	scheduled | adj. 已安排的 | scheduled appointment | 已预约事项
schedule	family	reschedule	reschedule	v. 重新安排	reschedule | v. 重新安排 | reschedule exams | 重新安排考试
schedule	kin	scheme	scheme	n./v. 方案；策划	scheme | n./v. 方案；策划 | training scheme / scheme to avoid tax | 培训方案；策划避税
schedule	kin	school	school	n. 学校；学派	school | n. 学校；学派 | public school / school of thought | 公立学校；思想流派
schedule	kin	calendar	calendar	n. 日历；日程	calendar | n. 日历；日程 | academic calendar / calendar reminder | 校历；日历提醒
strategy	family	strategic	strategic	adj. 战略的	strategic | adj. 战略的 | strategic investment | 战略投资
strategy	family	strategically	strategically	adv. 战略性地	strategically | adv. 战略性地 | invest strategically | 战略性投资
strategy	family	strategist	strategist	n. 策略家	strategist | n. 策略家 | political strategist | 政治策略家
strategy	kin	stratify	stratify	v. 分层	stratify | v. 分层 | stratify society / stratify samples | 使社会分层；分层样本
strategy	kin	stratum	stratum	n. 地层；阶层	stratum | n. 地层；阶层 | social stratum / rock stratum | 社会阶层；岩层
strategy	kin	street	street	n. 街道	street | n. 街道 | busy street / street protest | 繁忙街道；街头抗议
territory	family	territorial	territorial	adj. 领土的	territorial | adj. 领土的 | territorial dispute | 领土争端
territory	family	territoriality	territoriality	n. 领土性	territoriality | n. 领土性 | territoriality of animals | 动物领地性
territory	kin	terrain	terrain	n. 地形	terrain | n. 地形 | mountain terrain / rough terrain | 山地地形；崎岖地形
territory	kin	terrestrial	terrestrial	adj. 陆地的；地球的	terrestrial | adj. 陆地的；地球的 | terrestrial animal / terrestrial ecosystem | 陆生动物；陆地生态系统
territory	kin	terrace	terrace	n. 梯田；平台	terrace | n. 梯田；平台 | rice terrace / roof terrace | 稻田梯田；屋顶露台
crime	family	criminal	criminal	adj. 犯罪的	criminal | adj. 犯罪的 | criminal behaviour | 犯罪行为
crime	family	criminalize	criminalize	v. 定罪	criminalize | v. 定罪 | criminalize conduct | 将行为定罪
crime	family	decriminalize	decriminalize	v. 非刑事化	decriminalize | v. 非刑事化 | decriminalize drugs | 毒品非刑事化
crime	kin	criminal	criminal	adj./n. 犯罪的；罪犯	criminal | adj./n. 犯罪的；罪犯 | criminal law / criminal record | 刑法；犯罪记录
crime	kin	criterion	criterion	n. 标准	criterion | n. 标准 | legal criterion / selection criterion | 法律标准；选择标准
crime	kin	crisis	crisis	n. 危机	crisis | n. 危机 | crime crisis / financial crisis | 犯罪危机；金融危机
access	family	accessible	accessible	adj. 可获得的；无障碍的	accessible | adj. 可获得的；无障碍的 | accessible healthcare | 可及医疗
access	family	accessibility	accessibility	n. 可及性	accessibility | n. 可及性 | digital accessibility | 数字可及性
